name;master;sign;tel_punto_vendita;indirizzo;ac;ea;ea7;aj;aju;casa;ga;fiori;dolci;occhiali;orologi_gioielli;cosmetics;libri;tipo_store_macro;tipo_store;nazione_iso_3166;localita;tipo_rapporto;data_apertura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BENEVENTO;9B5402;ARMANI JEANS;0824 28247;CORSO GARIBALDI 159;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;BENEVENTO;RETAILER;20070218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MONZA;9BI201;ARMANI JEANS;039-386657;VIA MANZONI 14;0;0;0;0;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;MONZA;RETAILER;19970703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAICHUNG;9E2123;ARMANI JEANS;+886-422549802;SHIN KONG MITSUKOSHI 3F, N111, SEC.2, TAICHUNG KANG ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;TAICHUNG;RETAILER;20060415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAIPEI;9E212D;ARMANI JEANS;+886-287728365;SOGO BR4,4/F, 300 CHIUNG HSIAO EAST RD, SEC3;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;TAIPEI;RETAILER;20090410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAIPEI;9E212H;ARMANI JEANS;+886-227224837;NO.19 SONGGAO RD, 3F, XINYI DIST.;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;TAIPEI;RETAILER;20111019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS KAOHSIUNG;9E212K;ARMANI JEANS;+802-073382533;NO.21, SANDUO 4TH RD, LINGYA DIST.;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;KAOHSIUNG;RETAILER;20051001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAINAN;9E212L;ARMANI JEANS;+700-063030128;2/F, SHINKONG MITSUKOSHI, NO. 658, SECTION 1, XIMEN ROAD, ZHONGXI DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;TAINAN;RETAILER;20130320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAIPEI;9E212P;ARMANI JEANS;;2F,  NO.12, NANJIN WEST RD.;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;TAIWAN;TAIPEI;RETAILER;20131030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HIROSHIMA;9H2302;ARMANI JEANS;81-82-246-5656;5-22 EBISU-CHO NAKA-KU HIROSHIMA SHI, HIROSHIMA;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;HIROSHIMA;RETAILER;20050910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG60B;ARMANI JEANS;;NEW WORLD YOUNG ANNEX 1F,N.5,CHONGWENMEN WAI STREET;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20090501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS NINGBO;9HG60C;ARMANI JEANS;86-574-87243398;TIANYI SQUARE GUGO 1F,N.166,ZHONGSHAN EAST ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;NINGBO;RETAILER;20090429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ZHENGZHOU;9HG60O;ARMANI JEANS;86-371-66265008;DENNIS DEPARTMENT STORE, 2F, N.2 REN MIN ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;ZHENGZHOU;RETAILER;20091002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG60S;ARMANI JEANS;86-10-66159050;2F, N.133, XIDAN NORTH STREET,XICHENG DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20090712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG60T;ARMANI JEANS;86-10-64615438;LEVEL 4,BEIJING LUFTHANSA CENTER,52 LIANGMAQIAO RD;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20090901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG60V;ARMANI JEANS;86-10-66038845;PARKSON 3F, 101, FU XING MEN NEI STREET;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20100903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG613;ARMANI JEANS;86-10-62195315;SHUANGAN DEPT.STORE, 3F, NO.38 WEST RD, NORTH 3RD RING, HAIDIAN DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20120414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAIYUEN;9HG619;ARMANI JEANS;86-351-8225457;TIAN MEI DIAN SHOPPING CENTER, 39TH XINJIAN ROAD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TAIYUEN;RETAILER;20120819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TIANJIN;9HG61C;ARMANI JEANS;;NO. 181 NANJING ROAD ,1F, METROPOLITAN PLAZA TIANJIN;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TIANJIN;RETAILER;20121201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS LANZHOU;9HG61D;ARMANI JEANS;86-931-8883378;1F, LANZHOU GUOFANG DEPT.STORE,  EAST SIDE DONG FANG HONG SQUARE, GANSU PROV.;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;LANZHOU;RETAILER;20120829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS NINGBO;9HG61J;ARMANI JEANS;0574-28822919;NO.11,1/F IINCITY DEPARTMENT STORE, NO. 288 QIANHU NORTH ROAD YINZHOU DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;NINGBO;RETAILER;20121228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TIANJIN;9HG61K;ARMANI JEANS;;ARMANI COLLEZIONI, 1F, G.YUANBAO SHOPPING CENTER HUANGHAI ROAD, KAIFA DISTRICT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TIANJIN;RETAILER;20130101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS BEIJING;9HG61L;ARMANI JEANS;;B1/F, JINYUAN YANSHA SHOPPING MALL, NO.1, YUANDA ROAD, HAIDIAN DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;BEIJING;RETAILER;20130418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TAIYUAN;9HG61N;ARMANI JEANS;;2F WANGFUJING DEPARTMENT STORE, NO. 99, QINXIAN STREET, XIAODIAN,  SHANXI;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TAIYUAN;RETAILER;20130929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ZHENGZHOU;9HG61P;ARMANI JEANS;;4TH FLOOR, DENNIS DEPARTMENT STORE, HUAYUAN ROAD, JINSHUI DISTRICT, ZHENGZHOU CITY, HENAN;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;ZHENGZHOU;RETAILER;20130918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS DATONG;9HG61S;ARMANI JEANS;;1ST FLOOR, PARKSON DEPARTMENT, YINGBIN WEST ROAD, DATONG, SHANXI;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;DATONG;RETAILER;20130912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TIANJIN;9HG61T;ARMANI JEANS;;1F, TIANJIN FRIENDSHIP STORE - WEST TOWER NO.16, YOUYI ROAD,HEXI DISTRICT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TIANJIN;RETAILER;20140501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TANGSHAN;9HG61W;ARMANI JEANS;;1F, INTIME CITY IN TANGSHAN, EXPO PLAZA, NO. 2 XINHUA WEST AVENUE, HEBEI;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;TANGSHAN;RETAILER;20140301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TEL AVIV;9HI801;ARMANI JEANS;3-9727272;BEN GURION AIRPORT P.O. BOX 90;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;ISRAEL;TEL AVIV;RETAILER;20050103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS COSENZA;9IK401;ARMANI JEANS;0984-77374;PIAZZA XI SETTEMBRE 10;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;COSENZA;RETAILER;20050323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HONG KONG;9JA20O;ARMANI JEANS;;HYSAN PLACE, CAUSEWAY;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;HONG KONG;HONG KONG;RETAILER;20120101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SINGAPORE;9JA20P;ARMANI JEANS;65 42 02 55;TERMINAL 3, SINGAPORE CHANGI INTL AIRPORT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;SINGAPORE;SINGAPORE;RETAILER;20120310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS MACAU;9JA20Q;ARMANI JEANS;853 8590 3304;CITY OF DREAMS, LEVEL 1, THE BOULEVARD 3, ESTRADE DO ISTMO (COLOANE), ZONA DE ATERROS AS IIHAS DE COLOANE E DA TAIP;0;0;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;MACAO;MACAU;RETAILER;20121022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS HONG KONG;9JA20T;ARMANI JEANS;852 2383 1474;HONG KONG INTL AIRPORT, CHEK LAP KOK;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;HONG KONG;HONG KONG;RETAILER;20130107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS TOKYO;9JT701;ARMANI JEANS;+81 3 3668 7327;4-2-1 TAIHEI,SUMIDA-KU;0;0;0;0;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;JAPAN;TOKYO;RETAILER;20060401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ZAVENTEM;9KK702;ARMANI JEANS;0032486661040;TA MODE - BRUSSELS AIRPORT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BELGIUM;ZAVENTEM;RETAILER;20110601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS ZAVENTEM;9KK703;ARMANI JEANS;MOB 0032 486 66 1040;FASHION - BRUSSELS AIRPORT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BELGIUM;ZAVENTEM;RETAILER;20130101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS GOSSELIES;9KK704;ARMANI JEANS;'+32 2 715 10 10;AEROPORT DE CHARLEROI BRUXELLES-SUD (CRL), RUE DES FRERES WRIGHT 8;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;BELGIUM;GOSSELIES;RETAILER;20130301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS FIUMICINO;9LU602;ARMANI JEANS;06 65952757;AEROPORTO LEONARDO DA VINCI;0;0;0;1;1;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;ITALY;FIUMICINO;RETAILER;20110715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS FIUMICINO;9LU603;ARMANI JEANS;06 65957392;AEROPORTO LEONARDO DA VINCI;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;ITALY;FIUMICINO;RETAILER;20100615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O610C;ARMANI JEANS;86-24-23409566;1/F,SHENYANG ZHONGXING DEPARTMENT STORE,NO.86 TAIYUAN BEI STREET,HEPING DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20081029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS DALIAN;9O610D;ARMANI JEANS;86-411-82303386;SHOP NO. G46, NO. 19 JIEFANG  ROAD, ZHONGSHAN DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;DALIAN;RETAILER;20080905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS QINGDAO;9O610H;ARMANI JEANS;86-532-66788285;SHOP 229/231  LEVEL 2, HISENSE PLAZA,117-MACAU RD;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;QINGDAO;RETAILER;20090527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O610I;ARMANI JEANS;86-24-31872027;LEVEL 2 NEW WORLD DEPARTMENT STORE,NO.2 NANJINGNAN STREET,HEPING DISTRICT;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20090905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS JINAN;9O610O;ARMANI JEANS;86-0531-67989633;1/F INZONE YUHAN DEPT STORE N.19288 JINGSHI AVENUE JINAN;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;JINAN;RETAILER;20110903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O610Q;ARMANI JEANS;86-24-2276-1648;2/F,LIAONING CHARTER TIME SQUARE DPTS 7-1 BEIJING STR.;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20110109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS JINAN;9O610V;ARMANI JEANS;86-0531-55638707;SHOP 167A, PARC 66, 188 QUANCHENG ROAD, LIXIA DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;JINAN;RETAILER;20110826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O610Z;ARMANI JEANS;;2/F,CENTRAL DEPT.STORE, 25 WEST WENTI ROAD, HEPING DITR.;0;0;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20110301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O6111;ARMANI JEANS;86-24-2296-2528;SHOP 329-1, FORUM 66, NO. 1 QINGNIAN STREET, SHENHE DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;FREE STANDING;MONOBRAND;CHINA;SHENYANG;RETAILER;20120930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARMANI JEANS SHENYANG;9O6112;ARMANI JEANS;86-24-2489-3616;1F, ONE MALL, NO. 268 ZHONGJIE ROAD, SHENHE DISTRICT;0;1;0;1;0;0;0;0;0;0;0;0;0;SHOP IN SHOP;MONOBRAND;CHINA;SHENYANG;RETAILER;20120930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
